id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
82	acute phase	-1.0151	0.0207	2	191	251	10	2015.7
83	acute physiology	-1.3659	-0.119	2	243	516	16	2013.9375
84	acute toxicity	-0.3292	0.1931	4	183	232	14	2015.7143
85	adaptation	-0.8249	-0.2279	7	709	1454	76	2015.9868
86	additional benefit	-0.4678	-0.1895	7	200	224	13	2015.4615
87	additive manufacturing	0.4986	-0.1764	1	829	2266	249	2018.7992
88	additive manufacturing process	0.5525	-0.1836	1	226	360	35	2019.1714
89	additive manufacturing technique	0.6197	-0.176	1	126	188	19	2018.4211
90	additive manufacturing technology	0.4351	-0.1902	1	280	498	56	2018.5893
91	adenocarcinoma	-1.0257	0.1378	2	614	1208	53	2016.3962
92	adipic acid	0.9564	0.0162	1	199	258	20	2016
93	adipogenesis	-0.6079	0.0801	5	177	238	13	2016.5385
94	adipose	-0.3769	0.0245	5	244	401	20	2015.3
95	adipose tissue	-0.5591	-0.044	5	424	749	37	2016.8649
96	adjacent tissue	-0.9256	0.1212	3	195	259	13	2015.3846
97	adjustment	-0.4497	-0.1113	2	892	1924	108	2015.5741
98	adjuvant	-0.4929	0.1923	3	459	853	46	2015.0652
99	administration	-0.6595	0.09	4	2173	7288	391	2015.5371
100	admission	-1.2551	-0.1042	2	672	1892	71	2016.2676
101	adolescent	-1.1368	-0.2092	2	320	506	23	2015.8696
102	adp	-0.8822	0.0292	3	231	382	18	2014
103	adr cell	-0.3645	0.3913	4	159	267	12	2015.3333
104	adsc	-0.4995	0.0816	5	265	442	26	2015.1538
105	adult	-1.0178	-0.1723	2	1024	2491	115	2016.3913
106	adult patient	-1.1243	-0.0766	2	433	763	32	2016.6562
107	adverse event	-1.111	-0.0951	2	758	1908	90	2015.9556
108	adverse reaction	-0.9743	0.0249	2	447	769	39	2016
109	aerobic capacity	-1.0258	-0.3734	7	238	425	16	2017.125
110	aerospace	0.578	-0.1844	1	127	156	17	2018.0588
111	afp	-1.1104	0.0808	2	271	375	13	2015.9231
112	africa	-0.731	-0.16	2	220	294	18	2016.6667
113	agar plate	-0.0901	-0.0082	3	108	133	15	2016.4
114	age	-1.1279	-0.1916	2	2138	14372	600	2015.8567
115	age group	-1.1448	-0.1218	2	384	702	26	2015.6538
116	agglomerate	1.0975	-0.0865	1	309	470	35	2016.1143
117	aggregation behavior	0.3189	0.2557	6	165	207	16	2015.3125
118	agnps	0.1888	0.0304	5	156	192	25	2017.32
119	agonist	-0.7978	0.0784	3	771	1556	81	2016.3457
120	agricultural waste	0.7393	-0.1801	1	121	147	12	2017.8333
121	ahp	0.9031	-0.2282	1	143	244	16	2017.25
122	air atmosphere	0.9642	-0.0326	1	163	212	20	2015.4
123	air filtration	0.6617	-0.1012	1	39	53	12	2017.0833
124	airway	-0.9467	-0.1081	2	297	473	31	2015.2581
125	aki	-1.3599	-0.1273	2	159	303	11	2016.3636
126	akt	-0.8889	0.1836	3	395	749	33	2016.6364
127	ala	-0.8345	-0.1168	2	513	809	41	2015.1463
128	alamar blue assay	-0.1958	0.1721	5	146	166	11	2015.2727
129	alanine	-0.5982	-0.2607	7	366	617	33	2015.8788
130	alb	-1.0976	-0.0743	2	304	477	15	2016.7333
131	albumin	-0.8586	0.0306	2	683	1177	58	2015.2069
132	alcoholysis	0.7056	0.2331	6	142	211	12	2015.75
133	alkali	0.8465	-0.148	1	185	277	22	2016.7727
134	alkali treatment	1.0986	-0.2108	1	247	535	46	2016.0435
135	alkaline phosphatase	-0.4144	0.0594	5	924	2502	130	2015.5615
136	alkaline phosphatase activity	-0.2285	0.0621	5	459	1047	67	2015.2239
137	alkaline treatment	0.9006	-0.1844	1	131	188	18	2017.5
138	alkaloid	-0.687	0.0762	3	279	373	23	2016.087
139	alkoxide	0.6829	0.2923	6	271	704	38	2014.2895
140	alkyl	0.5874	0.2017	6	256	485	29	2014.1724
141	alkyl group	0.8309	0.1565	6	168	235	16	2016.3125
142	allergen	-0.7047	-0.0149	3	211	467	34	2015.7353
143	allergy	-0.7161	0.0117	3	227	376	23	2015.3913
144	allograft	-0.7284	-0.0287	5	322	484	25	2015.04
145	allyl	0.5684	0.1471	6	245	406	31	2014.871
146	alp	-0.3543	0.0537	5	830	2139	109	2015.6606
147	alp activity	-0.2462	0.0754	5	345	826	46	2015.7391
148	alpha	-0.8181	0.0441	3	475	698	36	2016.1111
149	alt	-0.6509	-0.0245	2	679	1130	48	2015.7292
150	altitude	-0.7434	-0.3455	2	225	341	20	2015.3
151	alum	-0.7664	0.1932	3	84	145	10	2014.5
152	aluminum	0.5734	0.0518	6	389	655	53	2015.9623
153	aluminum complex	0.6825	0.3397	6	161	542	31	2015.9677
154	aluminum hypophosphite	1.1174	-0.2442	1	116	217	12	2017.1667
155	alzheimer	-0.7475	0.1357	3	293	502	27	2015.2963
156	amb	-0.277	0.2203	4	131	177	13	2015.1538
157	american society	-0.2632	-0.1921	2	157	190	12	2016.5833
158	ami	-1.2123	-0.0942	2	226	359	13	2014.6923
159	amine	0.4918	0.1647	6	558	1010	77	2015.4026
160	amino acid	-0.3752	-0.0819	3	304	450	29	2015.0345
161	amino acid sequence	-0.5367	0.0681	3	193	334	21	2014.2857
162	amino ester	-0.2339	0.3844	4	177	254	11	2015.7273
163	aminopropyltriethoxysilane	0.9191	-0.12	1	292	492	35	2015.5429
164	ammonium polyphosphate	1.1205	-0.2144	1	343	1173	74	2016.5541
165	amorphous calcium phosphate	-0.4941	0.0639	2	147	212	16	2014.875
166	amorphous matrix	1.0077	-0.0419	1	95	126	12	2016.1667
167	amorphous phase	0.9781	0.0396	1	584	1193	93	2015.3333
168	amorphous plla	0.8476	0.0426	1	179	256	20	2015.25
169	amorphous poly	0.9686	0.0422	1	323	565	55	2015.0909
170	amorphous polylactide	1.1239	-0.0872	1	155	229	18	2016.1111
171	amorphous sample	0.9209	0.0414	1	195	272	20	2016.75
172	amp	-0.6579	0.042	3	230	339	20	2016.6
173	amphiphilic block copolymer	0.0571	0.2792	4	539	1091	70	2015.1143
174	amphiphilic copolymer	0.0687	0.3038	4	565	1233	77	2015.2987
175	amphiphilic diblock copolymer	0.2447	0.3035	4	206	316	22	2014.2727
176	amphiphilic graft copolymer	0.3206	0.2859	4	124	209	14	2014.2857
177	amphiphilic poly	0.0208	0.2836	4	331	504	31	2014.8065
178	amphiphilic polymer	-0.1244	0.3042	4	281	401	27	2016.2963
179	amphiphilic triblock copolymer	0.0979	0.2804	4	208	292	18	2013.8333
180	amphotericin b	-0.2736	0.2503	4	113	170	12	2015.4167
181	amplification	-0.6826	0.1069	3	437	728	46	2015.7826
182	amylase	-0.6132	-0.1426	7	153	169	11	2014.1818
183	anaerobic digestion	0.2566	-0.1738	1	92	135	19	2016.9474
184	anatomy	-0.6293	-0.1273	2	288	420	32	2015.9688
185	anchor	-0.5287	-0.1373	2	304	488	35	2014.8
186	anemia	-1.2706	-0.028	2	370	615	25	2016.08
187	anesthesia	-0.9927	-0.1065	2	322	521	29	2015.3793
188	aneurysm	-0.9844	-0.0221	2	289	487	23	2015.7826
189	angiogenesis	-0.6194	0.1982	5	859	1984	103	2016.1165
190	angiography	-1.0263	-0.0673	2	535	1200	61	2015.3607
191	aniline	0.5078	0.0577	6	156	208	16	2016.5625
192	animal	-0.6679	0.0621	5	1698	4647	265	2015.5547
193	animal experiment	-0.5674	0.1057	5	416	592	37	2015.6486
194	animal model	-0.7126	0.0856	5	1107	2163	115	2015.6696
195	animal study	-0.6028	0.0216	5	425	608	34	2016.0882
196	anionic polymerization	0.5691	0.2124	6	153	191	11	2014.1818
197	ann	0.1557	-0.1832	1	108	128	12	2018.3333
198	annealing	1.0004	0.0173	1	1048	2902	252	2015.5873
199	annealing condition	1.0508	-0.0359	1	154	211	17	2015.1765
200	annealing process	1.063	-0.028	1	348	583	45	2015.2444
201	annealing temperature	1.0331	-0.0045	1	313	522	43	2016.6279
202	annealing time	1.0321	0.0171	1	236	378	32	2015.2188
203	annealing treatment	1.0922	-0.0058	1	244	359	26	2015.6154
204	anova	-0.5436	-0.2497	7	806	1661	85	2016.8118
205	answer	-0.3032	-0.0889	2	143	156	12	2012.6667
206	antagonist	-0.8446	0.1027	3	549	1057	57	2015.1579
207	antenna	0.3833	-0.1956	1	96	191	39	2018
208	anterior cruciate ligament	-0.5027	-0.1475	2	252	542	32	2015.75
209	anterior cruciate ligament reconstruction	-0.7276	-0.1932	2	161	341	19	2015.2105
210	anthocyanin	-0.3252	-0.1406	7	165	187	14	2015
211	anti cancer activity	-0.3461	0.366	4	173	237	12	2014.75
212	anti cancer drug	-0.3158	0.3624	4	376	617	29	2015.3448
213	anti inflammatory	-0.5232	0.1284	3	534	793	45	2016.2
214	anti inflammatory activity	-0.4171	0.1117	3	280	425	28	2015.5357
215	anti inflammatory effect	-0.7201	0.1097	3	470	777	38	2015.5526
216	anti tumor activity	-0.4585	0.3757	4	225	320	14	2014.7857
217	anti tumor effect	-0.5271	0.3317	4	414	689	33	2016.0909
218	antibacterial performance	0.5437	-0.0242	1	171	240	27	2017.7778
219	antibiotic	-0.7514	-0.0099	2	902	2174	118	2015.661
220	antibiotic resistance	-0.4251	0.0295	3	147	178	12	2016.5
221	antibiotic therapy	-1.1894	-0.0481	2	272	492	22	2016.4545
222	antibiotic treatment	-0.9966	-0.0146	2	296	508	22	2016.0909
223	antibody	-0.821	0.1253	3	1483	4679	241	2015.3195
224	antibody titer	-0.9941	0.0206	2	259	379	18	2016.0556
225	anticancer	-0.3073	0.3107	4	168	227	13	2015.7692
226	anticancer activity	-0.347	0.3668	4	446	942	48	2015.3125
227	anticancer agent	-0.305	0.3674	4	357	612	31	2016.7419
228	anticancer drug	-0.2674	0.357	4	732	1998	112	2015.2411
229	anticancer drug delivery	-0.0953	0.3679	4	299	541	28	2015.8571
230	anticancer effect	-0.3732	0.3386	4	355	609	28	2016.8214
231	anticancer efficacy	-0.3912	0.3835	4	335	567	26	2015.5
232	anticoagulant	-0.8133	0.0639	3	250	367	20	2014.9
233	anticoagulant activity	-0.7485	0.0821	3	148	244	14	2014.7143
234	anticoagulation	-0.8018	0.0299	5	217	318	18	2015.8333
235	antigen	-0.8242	0.1226	3	1068	2995	153	2014.5817
236	antimicrobial compound	0.0211	-0.014	3	153	266	25	2015.52
237	antimicrobial film	0.4816	-0.0887	1	105	148	20	2016.25
238	antimicrobial packaging	0.4095	-0.1006	1	111	159	17	2014.9412
239	antimicrobial peptide	-0.7633	0.1285	3	186	321	21	2015.5714
240	antioxidant capacity	-0.2023	-0.1275	7	299	421	28	2017.4643
241	antitumor activity	-0.4006	0.3576	4	612	1304	64	2015.9844
242	antitumor drug	-0.2471	0.318	4	234	354	21	2016.0952
243	antitumor effect	-0.4267	0.3709	4	446	999	47	2016.4255
244	antitumor efficacy	-0.3861	0.376	4	577	1463	68	2015.6324
245	antivenom	-0.7606	0.0393	3	238	485	25	2014.88
246	anxiety	-0.9739	-0.1832	2	336	497	27	2015.4815
247	aorta	-0.7081	0.0045	2	321	469	27	2015.037
248	apache ii	-1.3532	-0.1201	2	181	346	10	2014.6
249	apache ii score	-1.3507	-0.1148	2	153	317	11	2014.0909
250	apatite	0.1177	0.0172	5	323	589	68	2014.5882
251	apatite formation	0.1557	-0.0182	5	93	116	13	2014.9231
252	apatite layer	0.1814	0.0228	5	146	204	19	2015.2105
253	apc	-0.6487	0.185	3	158	192	11	2016.3636
254	apo	-1.1864	-0.1072	2	155	256	12	2012.75
255	apob	-1.2811	-0.1135	2	176	290	12	2013.9167
256	apoptosis	-0.6494	0.2702	4	1515	5296	237	2015.8565
257	apoptotic cell	-0.6122	0.2548	4	276	375	16	2017
258	app	0.935	-0.1947	1	467	1341	80	2016.4875
259	apparent activation energy	0.9868	-0.0324	1	191	305	22	2015.2727
260	apparent density	0.7363	-0.1356	1	104	134	11	2016.7273
261	apparent viscosity	1.008	-0.0565	1	109	178	13	2016.9231
262	appetite	-1.0027	-0.334	7	201	340	15	2015
263	application range	1.1966	-0.0603	1	142	172	11	2017.4545
264	approval	-0.908	-0.1238	2	386	515	24	2015.625
265	april	-1.1076	-0.0702	2	831	1963	87	2015.6322
266	apte	0.8279	-0.086	1	159	253	16	2017.125
267	aptes	0.8895	-0.0844	1	134	218	13	2017.3077
268	aptt	-0.8676	-0.0857	2	188	255	15	2015.6
269	aqueous solubility	-0.3633	0.3403	4	211	292	18	2014.5556
270	arabidopsis	-0.6924	0.0237	3	121	193	16	2015.4375
271	arachidonic acid	-0.8617	0.1302	3	546	1394	69	2013.7971
272	arg	-0.5947	-0.1378	7	295	455	22	2015.8182
273	arginine	-0.4311	-0.0447	7	259	333	23	2014.913
274	arm poly	0.7922	0.1621	6	238	396	23	2015.7391
275	arm star	0.7992	0.1722	6	222	334	20	2014.65
276	armed poly	1.0088	0.1782	1	203	372	23	2015.6087
277	arrhenius equation	0.8991	-0.0004	1	161	215	17	2015.7059
278	arrhythmia	-1.1278	-0.0957	2	251	444	21	2013.5238
279	arrival	-0.905	-0.2394	7	207	256	13	2016.1538
280	arterial pressure	-1.1237	-0.1599	2	338	593	28	2015.6786
281	artery	-0.805	-0.0484	2	852	2231	130	2015.4923
282	articular cartilage	-0.4276	0.0899	5	226	431	24	2015.9583
283	artifact	-0.2383	-0.1522	2	123	150	16	2017.1875
284	aryl	0.7867	0.1809	6	173	228	14	2017.1429
285	asa	-0.6107	-0.1097	2	298	424	28	2015.8214
286	asc	-0.5728	0.0905	5	284	482	23	2016.4783
287	ascite	-1.1177	0.0648	2	241	365	16	2014.0625
288	ascs	-0.4325	0.064	5	164	267	15	2015.7333
289	asd	-0.772	-0.0434	2	143	185	11	2018.5455
290	asia	-0.8924	-0.1188	2	323	530	32	2016.2812
291	aspartate aminotransferase	-1.1367	-0.0594	2	394	607	20	2016.5
292	aspiration	-1.1887	-0.1167	2	312	611	26	2015.6154
293	aspirin	-0.8101	-0.0157	2	368	530	32	2016.125
294	associate	-0.5976	0.0737	3	206	315	22	2016.7273
295	association	-0.8751	-0.0168	2	2147	7976	395	2015.6051
296	associations	-0.9853	-0.0104	2	208	286	11	2015.0909
297	ast	-1.0164	-0.041	2	460	745	29	2015.6552
298	asthma	-0.7516	0.0985	3	301	463	25	2014.64
299	astm	0.6201	-0.1919	1	242	416	37	2017.5946
300	astm d	0.7876	-0.1709	1	104	157	15	2014.7333
301	astm standard	0.7673	-0.2178	1	119	152	12	2017.8333
302	astrocyte	-0.7351	0.1343	5	274	453	24	2016
303	asymmetric plla pdla blend	1.299	0.0453	1	112	205	10	2015.8
304	atactic pla	0.6355	0.3402	6	131	278	17	2015.1176
305	atactic poly	0.7323	0.2244	6	180	230	13	2015.7692
306	atbc	1.0037	-0.133	1	276	582	47	2016.5532
307	atcc	0.1694	0.01	3	188	230	27	2016.4074
308	atherosclerosis	-1.173	-0.0205	2	568	1422	57	2014.9123
309	atherosclerotic plaque	-1.2191	-0.0464	2	251	437	16	2013.875
310	athlete	-1.0441	-0.432	7	610	2375	109	2016.1193
311	atom	0.6547	0.1608	6	468	917	69	2015.8841
312	atom transfer radical polymerization	0.4634	0.2422	6	557	1388	82	2014.8293
313	atp	-0.4489	0.0365	3	322	415	28	2015
314	atrial fibrillation	-1.1169	-0.0939	2	358	693	35	2015.2857
315	atrophy	-0.9098	-0.0103	2	405	606	33	2016.0303
316	atrp	0.4777	0.2348	6	439	1029	63	2014.6984
317	attenuation	-0.409	-0.1507	7	553	778	58	2016.2069
318	attitude	-0.6189	-0.1827	2	194	248	18	2016.1111
319	auc	-0.8918	0.081	2	878	2103	88	2016.3523
320	augmentation	-0.5702	-0.0448	5	481	839	54	2016.1852
321	august	-1.2178	-0.0702	2	644	1500	68	2015.6471
322	australia	-0.7483	-0.0648	3	170	210	14	2014.8571
323	autoantibody	-1.1494	-0.0239	2	289	560	25	2015.6
324	autograft	-0.5561	-0.0328	5	396	942	52	2016.2308
325	autograft group	-0.562	0.0677	5	139	245	13	2015.3077
326	autoimmune disease	-1.0241	0.063	2	302	462	21	2016.2857
327	automobile	0.9481	-0.1818	1	211	291	21	2017.7619
328	automotive application	0.9401	-0.1934	1	112	140	12	2016.8333
329	automotive industry	0.6635	-0.1655	1	147	184	21	2016.6667
330	autophagy	-0.7521	0.2279	3	412	644	29	2016.8966
331	average	-0.5645	-0.1517	2	1138	2431	145	2016.2
332	average age	-1.2673	-0.0865	2	594	1369	52	2015.6731
333	average cell size	1.1374	-0.0747	1	152	250	17	2015.7059
334	average molar mass	0.8714	0.0753	6	257	379	26	2015.6538
335	average number	-0.8679	-0.0133	2	155	187	12	2016.25
336	average particle size	-0.0661	0.214	4	422	663	48	2015.1875
337	average pore diameter	0.2526	0.0872	5	66	81	13	2014.0769
338	avoidance	-0.7279	-0.0958	2	209	268	17	2016.2941
339	avrami	1.3322	-0.0041	1	333	901	51	2015.1373
340	avrami analysis	1.3033	-0.0021	1	142	230	14	2015.1429
341	avrami equation	1.2383	0.0264	1	401	905	52	2014.9423
342	avrami exponent	1.356	-0.0042	1	248	520	31	2014.6129
343	avrami model	1.3383	0.0008	1	235	473	28	2015.1071
344	awareness	-0.0464	-0.1818	2	376	582	43	2017.1163
345	axon	-0.4454	0.0671	5	244	471	31	2015.6452
346	b peg	0.3143	0.1924	4	215	346	27	2014.4815
347	b pla	0.414	0.2372	6	626	1376	90	2014.9444
348	b plla	0.6945	0.2154	6	602	1360	71	2015.3662
349	b poly	0.1916	0.2452	4	1484	4780	296	2015.0642
350	b polylactide	0.6271	0.2299	6	170	249	18	2015.7222
351	bacillus	0.057	-0.0439	3	165	205	19	2016.5789
352	bacillus cereus	-0.0531	-0.0454	3	84	96	12	2017.25
353	bacillus subtili	0.224	-0.0258	3	121	133	15	2016.9333
354	background aims	-1.2194	0.0163	2	158	201	13	2014.3846
355	bacteremia	-1.2568	-0.0696	2	203	308	12	2015.1667
356	bacteria	-0.1726	-0.0421	3	92	116	14	2016.2143
357	bacterial cellulose	0.9501	-0.1005	1	221	341	34	2015.5882
358	bacterial infection	-0.5297	0.057	3	454	721	50	2017.18
359	bacterial pathogen	-0.9318	0.0111	3	187	270	15	2016.2667
360	balb c mouse	-0.6273	0.1948	3	467	751	40	2014.3
361	balf	-0.7523	0.143	3	116	208	11	2013.8182
362	balloon	-0.6401	-0.106	2	198	305	21	2015.1905
363	bamboo	0.8794	-0.1601	1	154	176	20	2016.3
364	bamboo fiber	1.0751	-0.183	1	213	444	39	2015.6667
365	banana fiber	1.091	-0.1637	1	132	218	15	2015.1333
366	bare metal stent	-0.6337	-0.0192	2	188	371	23	2015.3478
367	barrier effect	0.8744	-0.111	1	278	405	30	2016
368	barrier performance	0.9456	-0.0965	1	300	512	47	2017.3191
369	barrier property	0.9212	-0.1112	1	990	3386	304	2016.125
370	basal	-0.8217	-0.0169	3	268	359	20	2014.65
371	basal level	-0.6428	0.0836	3	199	245	11	2016.4545
372	basalt	0.871	-0.214	1	96	125	13	2017
373	basalt fiber	0.9649	-0.1915	1	205	348	31	2017.5161
374	base material	0.7017	-0.1179	1	115	147	16	2018.25
375	based biocomposite	1.0405	-0.168	1	119	144	11	2017.5455
376	based blend	0.9005	-0.0724	1	136	161	12	2015.5833
377	based nanocomposite	0.9771	-0.0929	1	239	321	25	2016.8
378	based nanoparticle	-0.1884	0.3193	4	183	220	13	2016.3846
379	baseline	-1.0362	-0.2509	7	1514	6165	266	2015.8647
380	baseline characteristic	-1.2708	-0.0837	2	199	300	12	2015.3333
381	baseline level	-1.1536	-0.1337	2	234	367	15	2015.3333
382	baseline value	-1.0475	-0.3447	7	264	426	18	2016.3889
383	basement membrane	-0.5435	0.0621	5	199	257	17	2014.8824
384	basic fibroblast growth factor	-0.5249	0.0973	5	233	318	17	2014.2941
385	batch fermentation	0.0929	-0.0396	3	102	215	19	2015.4737
386	batch foaming	1.0589	-0.0414	1	108	159	14	2015.5714
387	batch foaming process	1.0959	-0.0367	1	139	206	16	2015.0625
388	batch mixer	1.1233	-0.1229	1	208	313	19	2013.7895
389	bax	-0.5936	0.2128	4	452	729	30	2015.3333
390	bbb	-0.5775	0.2827	4	348	646	30	2016.3
391	bbl	0.5221	0.2915	6	142	226	11	2014.8182
392	bcl	-0.6493	0.2593	4	511	944	43	2015.3488
393	bcnw	1.1674	-0.1366	1	105	184	13	2015.7692
394	bcps	0.7742	0.1802	6	73	121	10	2016.1
395	bdnf	-0.7096	0.1095	5	200	306	14	2018
396	bdo	0.8449	0.1411	6	171	304	18	2014.9444
397	beagle dog	-0.4399	0.0793	5	168	242	16	2014.375
398	bed temperature	0.5797	-0.2026	1	146	202	19	2018.7895
399	beetroot juice	-1.1119	-0.4705	7	307	940	44	2017.8182
400	beetroot juice supplementation	-1.1161	-0.4852	7	167	334	15	2018.6667
401	beijing	-1.1114	-0.1088	2	682	1645	78	2015.4872
402	bel	-0.6425	0.2651	4	227	318	13	2013.3846
403	bench press	-1.1063	-0.4663	7	265	761	27	2017.5185
404	beneficial effect	-0.425	-0.1434	7	860	1526	77	2015.9351
405	benefit	-0.3909	-0.1574	7	1935	4728	299	2016.3846
406	benzoic acid	0.6359	0.1083	6	184	238	16	2016.125
407	benzoyl	1.3593	0.0418	1	126	289	19	2013.7895
408	benzoyl peroxide	1.0927	-0.0163	1	207	307	18	2014.3889
409	benzyl	0.5481	0.1752	6	173	217	15	2015.8667
410	benzyl alcohol	0.6414	0.2723	6	351	1003	55	2015.8
411	benzyl l glutamate	0.3034	0.0745	5	90	128	11	2014.0909
412	best compromise	1.0864	-0.147	1	121	142	11	2014.3636
413	best mechanical property	0.9236	-0.1215	1	208	318	28	2016.2857
414	beta	-0.7192	0.0989	3	406	569	26	2016.4231
415	beta tricalcium phosphate	-0.1602	0.0013	5	233	313	25	2014.8
416	better adhesion	0.7634	-0.084	1	191	257	20	2015.5
417	better biocompatibility	-0.0288	0.1327	5	200	229	19	2014.8947
418	better compatibility	1.0833	-0.1265	1	302	454	32	2016.2812
419	better dispersion	1.013	-0.106	1	496	918	64	2016.0625
420	better efficacy	-0.8666	0.2351	4	171	215	10	2015.8
421	better flame retardancy	1.15	-0.2276	1	108	207	11	2015.6364
422	better hydrophilicity	0.0256	0.1266	5	158	184	13	2016
423	better interaction	0.638	-0.0952	1	128	160	13	2016.0769
424	better interfacial adhesion	1.1049	-0.1467	1	195	281	18	2015.8333
